ID,Nominal Stage Number,Actual Stage Number,Race,Year,Is Multi-Stage,Has Prologue,Is A Stage,Date,Depart,Arrive,Length,Type,Profile,Total distance,Total stages,Average distance,Top finishes,Total high mountain stages,Mountain top finishes,Total medium mountain stages,Hill top finishes,Total flat stages,Flat top finishes,Total individual time trial stages,Total individual time trials,Total team time trial stages,Total individual team time trials,Total KOM sprints,Total HC,Total 1st Category,Total 2nd Category,Total 3rd Category,Total 4th Category
CDD2011P01,P,1.0,Critérium du Dauphiné,2011,1,1,1,20110605,Saint-Jean-de-Maurienne,Saint-Jean-de-Maurienne,5.40,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2011S01,1,2.0,Critérium du Dauphiné,2011,1,1,1,20110606,Albertville,Saint-Pierre-de-Chartreuse,143.75,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2011S02,2,3.0,Critérium du Dauphiné,2011,1,1,1,20110607,Voiron,Lyon,177.34,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2011S03,3,4.0,Critérium du Dauphiné,2011,1,1,1,20110608,Grenoble,Grenoble,42.46,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2011S04,4,5.0,Critérium du Dauphiné,2011,1,1,1,20110609,La Motte-Servolex,Mâcon,173.25,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2011S05,5,6.0,Critérium du Dauphiné,2011,1,1,1,20110610,Parc des Oiseaux (Villars-les-Dombes),Les Gets,207.94,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2011S06,6,7.0,Critérium du Dauphiné,2011,1,1,1,20110611,Les Gets,Le Collet d'Allevard,193.17,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2011S07,7,8.0,Critérium du Dauphiné,2011,1,1,1,20110612,Pontcharra,La Toussuire,117.59,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2011R01,,,Critérium du Dauphiné,2011,1,1,0,,,,,,,1060.9,8.0,132.61,5.0,2.0,2.0,3.0,3.0,1.0,0.0,2.0,47.86,0.0,0.0,23.0,2.0,2.0,6.0,2.0,11.0
CDD2012P01,P,1.0,Critérium du Dauphiné,2012,1,1,1,20120603,Grenoble,Grenoble,5.76,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2012S01,1,2.0,Critérium du Dauphiné,2012,1,1,1,20120604,Seyssins,Saint-Vallier,187.42,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2012S02,2,3.0,Critérium du Dauphiné,2012,1,1,1,20120605,Lamastre,Saint-Felicien,160.57,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2012S03,3,4.0,Critérium du Dauphiné,2012,1,1,1,20120606,Givors,La Clayette,167.99,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2012S04,4,5.0,Critérium du Dauphiné,2012,1,1,1,20120607,Villié-Morgon,Bourg-en-Bresse,53.01,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2012S05,5,6.0,Critérium du Dauphiné,2012,1,1,1,20120608,Saint-Trivier-sur-Moignans,Rumilly,186.84,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2012S06,6,7.0,Critérium du Dauphiné,2012,1,1,1,20120609,Saint-Alban-Leysse,Morzine,167.69,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2012S07,7,8.0,Critérium du Dauphiné,2012,1,1,1,20120610,Morzine,Châtel,125.15,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2012R01,,,Critérium du Dauphiné,2012,1,1,0,,,,,,,1054.43,8.0,131.8,2.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,58.77,0.0,0.0,29.0,2.0,3.0,6.0,10.0,8.0
CDD2013S01,1,1.0,Critérium du Dauphiné,2013,1,0,1,20130602,Champéry,Champéry,121.07,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S02,2,2.0,Critérium du Dauphiné,2013,1,0,1,20130603,Châtel,Oyonnax,191.04,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S03,3,3.0,Critérium du Dauphiné,2013,1,0,1,20130604,Ambérieu-en-Bugey,Tarare,166.97,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S04,4,4.0,Critérium du Dauphiné,2013,1,0,1,20130605,Villars-les-Dombes,Parc des Oiseaux,32.38,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2013S05,5,5.0,Critérium du Dauphiné,2013,1,0,1,20130606,Grésy-sur-Aix,Valmorel,138.50,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S06,6,6.0,Critérium du Dauphiné,2013,1,0,1,20130607,La Léchère les Bains,Grenoble,142.94,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S07,7,7.0,Critérium du Dauphiné,2013,1,0,1,20130608,Le Pont-de-Claix,Superdévoluy,187.31,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2013S08,8,8.0,Critérium du Dauphiné,2013,1,0,1,20130609,Sisteron,Risoul,154.95,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2013R01,,,Critérium du Dauphiné,2013,1,0,0,,,,,,,1135.16,8.0,141.9,4.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,32.38,0.0,0.0,28.0,2.0,7.0,5.0,7.0,7.0
CDD2014S01,1,1.0,Critérium du Dauphiné,2014,1,0,1,20140608,Lyon,Lyon,10.39,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2014S02,2,2.0,Critérium du Dauphiné,2014,1,0,1,20140609,Tarare,Col de Béal,156.28,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2014S03,3,3.0,Critérium du Dauphiné,2014,1,0,1,20140610,Ambert,Le Teil,195.48,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2014S04,4,4.0,Critérium du Dauphiné,2014,1,0,1,20140611,Montelimar,Gap,167.93,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2014S05,5,5.0,Critérium du Dauphiné,2014,1,0,1,20140612,Sisteron,La Mure,189.65,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2014S06,6,6.0,Critérium du Dauphiné,2014,1,0,1,20140613,Grenoble,Poisy,179.46,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2014S07,7,7.0,Critérium du Dauphiné,2014,1,0,1,20140614,Ville-la-Grand,Finhaut-Emosson,161.13,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2014S08,8,8.0,Critérium du Dauphiné,2014,1,0,1,20140615,Megève,Courchevel (Le Praz),131.96,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2014R01,,,Critérium du Dauphiné,2014,1,0,0,,,,,,,1192.28,8.0,149.03,3.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,10.39,0.0,0.0,29.0,3.0,4.0,12.0,4.0,6.0
CDD2015S01,1,1.0,Critérium du Dauphiné,2015,1,0,1,20150607,Ugine,Albertville,131.62,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2015S02,2,2.0,Critérium du Dauphiné,2015,1,0,1,20150608,Le Bourget-du-Lac,Parc des Oiseaux - Villars-les-Dombes,172.78,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2015S03,3,3.0,Critérium du Dauphiné,2015,1,0,1,20150609,Roanne,Montagny,24.79,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
CDD2015S04,4,4.0,Critérium du Dauphiné,2015,1,0,1,20150610,Anneyron - Porte de DrômArdèche,Sisteron,228.25,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2015S05,5,5.0,Critérium du Dauphiné,2015,1,0,1,20150611,Digne-les-Bains,Pra Loup,160.85,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2015S06,6,6.0,Critérium du Dauphiné,2015,1,0,1,20150612,Saint-Bonnet-en-Champsaur,Villard de Lans / Côte 2000,183.60,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2015S07,7,7.0,Critérium du Dauphiné,2015,1,0,1,20150613,Montmélian,Saint-Gervais Mont Blanc / Le Bettex,156.21,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2015S08,8,8.0,Critérium du Dauphiné,2015,1,0,1,20150614,Saint-Gervais-les-Bains,Modane Valfrejus,155.97,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2015R01,,,Critérium du Dauphiné,2015,1,0,0,,,,,,,1214.07,8.0,151.76,4.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,24.79,36.0,0.0,9.0,6.0,16.0,5.0
CDD2016P01,P,1.0,Critérium du Dauphiné,2016,1,1,1,20160605,Les Gets,Les Gets,3.95,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2016S01,1,2.0,Critérium du Dauphiné,2016,1,1,1,20160606,Cluses,Saint Vulbas,182.07,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2016S02,2,3.0,Critérium du Dauphiné,2016,1,1,1,20160607,Crêches-sur-Saône,Chalmazel-Jeansagniere,166.67,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2016S03,3,4.0,Critérium du Dauphiné,2016,1,1,1,20160608,Boën-sur-Lignon,Tournon-sur-Rhône,195.07,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2016S04,4,5.0,Critérium du Dauphiné,2016,1,1,1,20160609,Tain-l'Hermitage,Belley,177.47,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2016S05,5,6.0,Critérium du Dauphiné,2016,1,1,1,20160610,La Ravoire,Vaujany,142.50,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2016S06,6,7.0,Critérium du Dauphiné,2016,1,1,1,20160611,La Rochette,Méribel,141.46,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2016S07,7,8.0,Critérium du Dauphiné,2016,1,1,1,20160612,Le Pont-de-Claix,Superdévoluy,154.53,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2016R01,,,Critérium du Dauphiné,2016,1,1,0,,,,,,,1163.72,8.0,145.47,5.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,3.95,0.0,0.0,32.0,1.0,7.0,7.0,6.0,11.0
CDD2017S01,1,1.0,Critérium du Dauphiné,2017,1,0,1,20170604,Saint-Étienne,Saint-Étienne,170.06,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2017S02,2,2.0,Critérium du Dauphiné,2017,1,0,1,20170605,Saint-Chamond,Arlanc,169.99,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2017S03,3,3.0,Critérium du Dauphiné,2017,1,0,1,20170606,Le Chambon-sur-Lignon,Tullins,186.29,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2017S04,4,4.0,Critérium du Dauphiné,2017,1,0,1,20170607,La Tour-du-Pin,Bourgoin-Jallieu,23.49,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2017S05,5,5.0,Critérium du Dauphiné,2017,1,0,1,20170608,La Tour-de-Salvagny,Mâcon,175.51,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2017S06,6,6.0,Critérium du Dauphiné,2017,1,0,1,20170609,Parc des Oiseaux - Villars-les-Dombes,La Motte-Servolex,147.35,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2017S07,7,7.0,Critérium du Dauphiné,2017,1,0,1,20170610,Aoste,Alpe d'Huez,168.01,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2017S08,8,8.0,Critérium du Dauphiné,2017,1,0,1,20170611,Albertville,Plateau de Solaison,115.13,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2017R01,,,Critérium du Dauphiné,2017,1,0,0,,,,,,,1155.83,8.0,144.48,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,23.49,0.0,0.0,35.0,3.0,3.0,7.0,9.0,13.0
CDD2018P01,P,1.0,Critérium du Dauphiné,2018,1,1,1,20180603,Valence,Valence,6.57,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2018S01,1,2.0,Critérium du Dauphiné,2018,1,1,1,20180604,Valence,Saint-Just-Saint-Rambert,179.17,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2018S02,2,3.0,Critérium du Dauphiné,2018,1,1,1,20180605,Montbrison,Belleville en Beaujolais,177.84,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2018S03,3,4.0,Critérium du Dauphiné,2018,1,1,1,20180606,Pont-de-Vaux,Louhans-Chateaurenaud,34.76,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
CDD2018S04,4,5.0,Critérium du Dauphiné,2018,1,1,1,20180607,Chazey-sur-Ain,Lans-en-Vercors,181.15,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2018S05,5,6.0,Critérium du Dauphiné,2018,1,1,1,20180608,Grenoble,Valmorel,129.52,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2018S06,6,7.0,Critérium du Dauphiné,2018,1,1,1,20180609,Frontenex,La Rosière,110.26,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2018S07,7,8.0,Critérium du Dauphiné,2018,1,1,1,20180610,Moutiers,Saint-Gervais-les-Bains,135.80,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2018R01,,,Critérium du Dauphiné,2018,1,1,0,,,,,,,955.07,8.0,119.38,4.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,6.57,1.0,34.76,27.0,4.0,5.0,5.0,7.0,6.0
CDD2019S01,1,1.0,Critérium du Dauphiné,2019,1,0,1,20190609,Aurillac,Jussac,142.17,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2019S02,2,2.0,Critérium du Dauphiné,2019,1,0,1,20190610,Mauriac,Craponne-sur-Arzon,180.25,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2019S03,3,3.0,Critérium du Dauphiné,2019,1,0,1,20190611,Le Puy-en-Velay,Riom,177.00,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2019S04,4,4.0,Critérium du Dauphiné,2019,1,0,1,20190612,Roanne,Roanne,26.10,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
CDD2019S05,5,5.0,Critérium du Dauphiné,2019,1,0,1,20190613,Boën-sur-Lignon,Voiron,200.56,IRR,Plain,,,,,,,,,,,,,,,,,,,,
CDD2019S06,6,6.0,Critérium du Dauphiné,2019,1,0,1,20190614,Saint-Vulbas - Plaine de l'Ain,Saint-Michel-de-Maurienne,230.00,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2019S07,7,7.0,Critérium du Dauphiné,2019,1,0,1,20190615,Saint-Genix-les-Villages,Les Sept Laux - Pipay,132.53,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
CDD2019S08,8,8.0,Critérium du Dauphiné,2019,1,0,1,20190616,Cluses,Champéry,114.02,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
CDD2019R01,,,Critérium du Dauphiné,2019,1,0,0,,,,,,,1202.63,8.0,150.33,2.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,26.1,0.0,0.0,40.0,1.0,6.0,9.0,11.0,13.0
GDI2009S01,1,1.0,Giro d'Italia,2009,1,0,1,20090509,Lido di Venezia,Lido di Venezia,20.84,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2009S02,2,2.0,Giro d'Italia,2009,1,0,1,20090510,Jesolo,Trieste,154.65,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S03,3,3.0,Giro d'Italia,2009,1,0,1,20090511,Grado,Valdobbiadene,197.30,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S04,4,4.0,Giro d'Italia,2009,1,0,1,20090512,Padova,San Martino di Castrozza,162.56,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S05,5,5.0,Giro d'Italia,2009,1,0,1,20090513,San Martino di Castrozza,Alpe di Siusi,125.57,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S06,6,6.0,Giro d'Italia,2009,1,0,1,20090514,Bressanone/Brixen,Mayrhofen im Zillertal,248.45,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S07,7,7.0,Giro d'Italia,2009,1,0,1,20090515,Innsbruck,Chiavenna,243.86,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S08,8,8.0,Giro d'Italia,2009,1,0,1,20090516,Morbegno,Bergamo,214.15,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S09,9,9.0,Giro d'Italia,2009,1,0,1,20090517,Milano (Piazza Castello),Milano (Corso Venezia),167.17,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S10,10,10.0,Giro d'Italia,2009,1,0,1,20090519,Cuneo,Pinerolo,262.07,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S11,11,11.0,Giro d'Italia,2009,1,0,1,20090513,Torino,Arenzano,213.35,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S12,12,12.0,Giro d'Italia,2009,1,0,1,20090521,Sestri Levante,Riomaggiore (Cinque Terre),60.85,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2009S13,13,13.0,Giro d'Italia,2009,1,0,1,20090522,Lido di Camaiore,Firenze,178.41,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S14,14,14.0,Giro d'Italia,2009,1,0,1,20090523,Campi Bisenzio,Bologna (San Luca),171.97,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S15,15,15.0,Giro d'Italia,2009,1,0,1,20090524,Forlì,Faenza,162.06,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S16,16,16.0,Giro d'Italia,2009,1,0,1,20090526,Pergola,Monte Petrano (Cagli),236.03,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S17,17,17.0,Giro d'Italia,2009,1,0,1,20090527,Chieti,Blockhaus,82.39,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S18,18,18.0,Giro d'Italia,2009,1,0,1,20090528,Sulmona,Benevento,182.70,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S19,19,19.0,Giro d'Italia,2009,1,0,1,20090529,Avellino,Vesuvio (Ercolano),163.53,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2009S20,20,20.0,Giro d'Italia,2009,1,0,1,20090530,Napoli,Anagni,203.69,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2009S21,21,21.0,Giro d'Italia,2009,1,0,1,20090531,Roma (via dei Fori Imperiali),Roma (via dei Fori Imperiali),13.72,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2009R01,,,Giro d'Italia,2009,1,0,0,,,,,,,3465.32,21.0,165.02,6.0,7.0,6.0,4.0,0.0,7.0,0.0,2.0,74.57,1.0,20.84,36.0,0.0,6.0,12.0,12.0,0.0
GDI2010S01,1,1.0,Giro d'Italia,2010,1,0,1,20100508,Amsterdam (Museumplein),Amsterdam (Stadionplein),8.49,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2010S02,2,2.0,Giro d'Italia,2010,1,0,1,20100509,Amsterdam,Utrecht,207.83,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S03,3,3.0,Giro d'Italia,2010,1,0,1,20100510,Amsterdam,Middelburg,221.71,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S04,4,4.0,Giro d'Italia,2010,1,0,1,20100512,Savigliano,Cuneo,33.18,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2010S05,5,5.0,Giro d'Italia,2010,1,0,1,20100513,Novara,Novi Ligure,162.80,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S06,6,6.0,Giro d'Italia,2010,1,0,1,20100514,Fidenza Village,Marina di Carrara,171.12,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S07,7,7.0,Giro d'Italia,2010,1,0,1,20100515,Carrara,Montalcino,222.29,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S08,8,8.0,Giro d'Italia,2010,1,0,1,20100516,Chianciano Terme,Terminillo,189.31,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S09,9,9.0,Giro d'Italia,2010,1,0,1,20100517,Frosinone,Cava de' Tirreni,187.64,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S10,10,10.0,Giro d'Italia,2010,1,0,1,20100518,Avellino,Bitonto,228.88,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S11,11,11.0,Giro d'Italia,2010,1,0,1,20100519,Lucera,L'Aquila,263.86,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S12,12,12.0,Giro d'Italia,2010,1,0,1,20100520,Città Sant'Angelo,Porto Recanati,208.53,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S13,13,13.0,Giro d'Italia,2010,1,0,1,20100521,Porto Recanati,Cesenatico,224.43,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S14,14,14.0,Giro d'Italia,2010,1,0,1,20100522,Ferrara,Asolo,205.57,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S15,15,15.0,Giro d'Italia,2010,1,0,1,20100523,Mestre,Monte Zoncolan,221.65,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S16,16,16.0,Giro d'Italia,2010,1,0,1,20100525,San Vigilio di Marebbe,Plan de Corones/Kronplatz,12.85,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2010S17,17,17.0,Giro d'Italia,2010,1,0,1,20100526,Brunico/Bruneck,Peio Terme,174.78,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S18,18,18.0,Giro d'Italia,2010,1,0,1,20100527,Levico Terme,Brescia,141.45,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2010S19,19,19.0,Giro d'Italia,2010,1,0,1,20100528,Brescia,Aprica,193.26,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S20,20,20.0,Giro d'Italia,2010,1,0,1,20100529,Bormio,Ponte di Legno Tonale,178.81,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2010S21,21,21.0,Giro d'Italia,2010,1,0,1,20100530,Verona,Verona,15.25,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2010R01,,,Giro d'Italia,2010,1,0,0,,,,,,,3473.69,21.0,165.41,4.0,5.0,3.0,5.0,0.0,7.0,0.0,3.0,36.59,1.0,33.18,37.0,1.0,10.0,12.0,14.0,0.0
GDI2011S01,1,1.0,Giro d'Italia,2011,1,0,1,20110507,Venaria Reale (Reggia),Torino (Piazza Vittorio Veneto),19.30,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2011S02,2,2.0,Giro d'Italia,2011,1,0,1,20110508,Alba,Parma,247.03,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S03,3,3.0,Giro d'Italia,2011,1,0,1,20110509,Reggio Emilia,Chiavari,174.66,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S04,4,4.0,Giro d'Italia,2011,1,0,1,20110510,Genova Quarto dei Mille,Livorno,217.31,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S05,5,5.0,Giro d'Italia,2011,1,0,1,20110511,Piombino,Orvieto,190.78,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S06,6,6.0,Giro d'Italia,2011,1,0,1,20110512,Orvieto,Fiuggi,219.17,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S07,7,7.0,Giro d'Italia,2011,1,0,1,20110513,Maddaloni,Montevergine di Mercogliano,110.62,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S08,8,8.0,Giro d'Italia,2011,1,0,1,20110514,Sapri,Tropea,218.10,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S09,9,9.0,Giro d'Italia,2011,1,0,1,20110515,Messina,Etna (Rifugio Sapienza),169.02,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S10,10,10.0,Giro d'Italia,2011,1,0,1,20110517,Termoli,Teramo,159.81,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S11,11,11.0,Giro d'Italia,2011,1,0,1,20110518,Tortoreto Lido,Castelfidardo,143.40,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S12,12,12.0,Giro d'Italia,2011,1,0,1,20110519,Castelfidardo,Ravenna,187.21,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2011S13,13,13.0,Giro d'Italia,2011,1,0,1,20110520,Spilimbergo,Grossglockner,166.76,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S14,14,14.0,Giro d'Italia,2011,1,0,1,20110521,Lienz,Monte Zoncolan,173.39,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S15,15,15.0,Giro d'Italia,2011,1,0,1,20110522,Conegliano,Gardeccia Val di Fassa,230.31,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S16,16,16.0,Giro d'Italia,2011,1,0,1,20110524,Belluno,Nevegal,12.66,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2011S17,17,17.0,Giro d'Italia,2011,1,0,1,20110525,Feltre,Tirano,230.77,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S18,18,18.0,Giro d'Italia,2011,1,0,1,20110526,Morbegno,San Pellegrino Terme,152.66,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S19,19,19.0,Giro d'Italia,2011,1,0,1,20110527,Bergamo,Macugnaga,211.55,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S20,20,20.0,Giro d'Italia,2011,1,0,1,20110528,Verbania,Sestriere,244.17,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2011S21,21,21.0,Giro d'Italia,2011,1,0,1,20110529,Milano (Castello Sforzesco),Milano (Piazza Duomo),32.44,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2011R01,,,Giro d'Italia,2011,1,0,0,,,,,,,3511.12,21.0,167.2,6.0,6.0,4.0,6.0,1.0,6.0,0.0,2.0,45.1,1.0,19.3,37.0,1.0,9.0,9.0,9.0,9.0
GDI2012S01,1,1.0,Giro d'Italia,2012,1,0,1,20120505,Herning (DK),Herning (DK),8.67,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2012S02,2,2.0,Giro d'Italia,2012,1,0,1,20120506,Herning (DK),Herning (DK),207.47,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S03,3,3.0,Giro d'Italia,2012,1,0,1,20120507,Horsens (DK),Horsens (DK),188.39,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S04,4,4.0,Giro d'Italia,2012,1,0,1,20120509,Verona,Verona,33.26,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2012S05,5,5.0,Giro d'Italia,2012,1,0,1,20120510,Modena,Fano,209.00,IRR,Plain,,,,,,,,,,,,,,,,,,,,
