ID,Nominal Stage Number,Actual Stage Number,Race,Year,Is Multi-Stage,Has Prologue,Is A Stage,Date,Depart,Arrive,Length,Type,Profile,Total distance,Total stages,Average distance,Top finishes,Total high mountain stages,Mountain top finishes,Total medium mountain stages,Hill top finishes,Total flat stages,Flat top finishes,Total individual time trial stages,Total individual time trials,Total team time trial stages,Total individual team time trials,Total KOM sprints,Total HC,Total 1st Category,Total 2nd Category,Total 3rd Category,Total 4th Category
GDI2012S06,6,6.0,Giro d'Italia,2012,1,0,1,20120511,Urbino,Porto Sant'Elpidio,211.90,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S07,7,7.0,Giro d'Italia,2012,1,0,1,20120512,Recanati,Rocca di Cambio,203.27,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S08,8,8.0,Giro d'Italia,2012,1,0,1,20120513,Sulmona,Lago Laceno,228.85,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S09,9,9.0,Giro d'Italia,2012,1,0,1,20120514,San Giorgio nel Sannio,Frosinone,176.88,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S10,10,10.0,Giro d'Italia,2012,1,0,1,20120515,Civitavecchia,Assisi,188.94,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S11,11,11.0,Giro d'Italia,2012,1,0,1,20120516,Assisi,Montecatini Terme,252.70,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S12,12,12.0,Giro d'Italia,2012,1,0,1,20120517,Seravezza,Sestri Levante,155.08,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S13,13,13.0,Giro d'Italia,2012,1,0,1,20120518,Savona,Cervere,123.31,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S14,14,14.0,Giro d'Italia,2012,1,0,1,20120519,Cherasco,Cervinia,207.95,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S15,15,15.0,Giro d'Italia,2012,1,0,1,20120520,Busto Arsizio,Lecco/Pian dei Resinelli,169.22,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S16,16,16.0,Giro d'Italia,2012,1,0,1,20120522,Limone sul Garda,Falzes/Pfalzen,177.72,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S17,17,17.0,Giro d'Italia,2012,1,0,1,20120523,Falzes/Pfalzen,Cortina d'Ampezzo,188.35,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S18,18,18.0,Giro d'Italia,2012,1,0,1,20120524,San Vito di Cadore,Vedelago,155.28,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2012S19,19,19.0,Giro d'Italia,2012,1,0,1,20120525,Treviso,Alpe di Pampeago/Val di Fiemme,200.93,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S20,20,20.0,Giro d'Italia,2012,1,0,1,20120526,Caldes,Passo dello Stelvio,213.17,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2012S21,21,21.0,Giro d'Italia,2012,1,0,1,20120527,Milano,Milano,30.24,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2012R01,,,Giro d'Italia,2012,1,0,0,,,,,,,3530.58,21.0,168.12,5.0,5.0,4.0,6.0,1.0,7.0,0.0,2.0,38.91,1.0,33.26,38.0,1.0,9.0,10.0,11.0,7.0
GDI2013S01,1,1.0,Giro d'Italia,2013,1,0,1,20130504,Napoli,Napoli,130.10,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S02,2,2.0,Giro d'Italia,2013,1,0,1,20130505,Ischia,Forio,17.62,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2013S03,3,3.0,Giro d'Italia,2013,1,0,1,20130506,Sorrento,Marina Di Ascea,218.64,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S04,4,4.0,Giro d'Italia,2013,1,0,1,20130507,Policastro Bussentino,Serra San Bruno,247.83,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S05,5,5.0,Giro d'Italia,2013,1,0,1,20130508,Cosenza,Matera,207.95,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S06,6,6.0,Giro d'Italia,2013,1,0,1,20130509,Mola Di Bari,Margherita Di Savoia,170.89,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S07,7,7.0,Giro d'Italia,2013,1,0,1,20130510,Marina di San Salvo,Pescara,175.57,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S08,8,8.0,Giro d'Italia,2013,1,0,1,20130511,Gabicce Mare,Saltara,54.95,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2013S09,9,9.0,Giro d'Italia,2013,1,0,1,20130512,Sansepolcro,Firenze,172.34,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S10,10,10.0,Giro d'Italia,2013,1,0,1,20130514,Cordenons,Altopiano del Montasio,167.32,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S11,11,11.0,Giro d'Italia,2013,1,0,1,20130515,Tarvisio (Cave del Predil),Vajont 1963/2013 (Erto e Casso),181.13,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S12,12,12.0,Giro d'Italia,2013,1,0,1,20130516,Longarone,Treviso,131.02,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S13,13,13.0,Giro d'Italia,2013,1,0,1,20130517,Busseto,Cherasco,258.53,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S14,14,14.0,Giro d'Italia,2013,1,0,1,20130518,Cervere,Bardonecchia (Jafferau),167.89,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S15,15,15.0,Giro d'Italia,2013,1,0,1,20130519,Cesana Torinese,Le Grange Du Galibier(FRA),146.02,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S16,16,16.0,Giro d'Italia,2013,1,0,1,20130521,Valloire(FRA),Ivrea,234.92,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S17,17,17.0,Giro d'Italia,2013,1,0,1,20130522,Caravaggio,Vicenza,219.62,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013S18,18,18.0,Giro d'Italia,2013,1,0,1,20130523,Mori,Polsa,20.74,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2013S19,19,19.0,Giro d'Italia,2013,1,0,1,20130524,Ponte di Legno,Val Martello,154.39,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S20,20,20.0,Giro d'Italia,2013,1,0,1,20130525,Silandro/Schlanders,Tre Cime di Lavaredo (Auronzo di Cadore),217.27,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2013S21,21,21.0,Giro d'Italia,2013,1,0,1,20130526,Riese Pio X,Brescia,201.30,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2013R01,,,Giro d'Italia,2013,1,0,0,,,,,,,3496.04,21.0,166.48,7.0,5.0,5.0,6.0,1.0,7.0,0.0,2.0,75.69,1.0,17.62,37.0,1.0,9.0,10.0,7.0,10.0
GDI2014S01,1,1.0,Giro d'Italia,2014,1,0,1,20140509,Belfast,Belfast,21.45,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2014S02,2,2.0,Giro d'Italia,2014,1,0,1,20140510,Belfast,Belfast,219.92,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S03,3,3.0,Giro d'Italia,2014,1,0,1,20140511,Armagh,Dublin,187.39,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S04,4,4.0,Giro d'Italia,2014,1,0,1,20140513,Giovinazzo,Bari,111.65,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S05,5,5.0,Giro d'Italia,2014,1,0,1,20140514,Taranto,Viggiano,204.53,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S06,6,6.0,Giro d'Italia,2014,1,0,1,20140515,Sassano,Montecassino,248.36,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S07,7,7.0,Giro d'Italia,2014,1,0,1,20140516,Frosinone,Foligno,211.75,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S08,8,8.0,Giro d'Italia,2014,1,0,1,20140517,Foligno,Montecopiolo (Eremo Madonna del Faggio),179.84,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S09,9,9.0,Giro d'Italia,2014,1,0,1,20140518,Lugo,Sestola,173.68,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S10,10,10.0,Giro d'Italia,2014,1,0,1,20140520,Modena,Salsomaggiore Terme,173.97,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S11,11,11.0,Giro d'Italia,2014,1,0,1,20140521,Collecchio,Savona,250.84,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S12,12,12.0,Giro d'Italia,2014,1,0,1,20140522,Barbaresco,Barolo,42.32,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2014S13,13,13.0,Giro d'Italia,2014,1,0,1,20140523,Fossano,Rivarolo Canavese,159.29,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S14,14,14.0,Giro d'Italia,2014,1,0,1,20140524,Agliè,Oropa (Biella),165.50,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S15,15,15.0,Giro d'Italia,2014,1,0,1,20140525,Valdengo,Plan di Montecampione,225.34,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S16,16,16.0,Giro d'Italia,2014,1,0,1,20140527,Ponte di Legno,Val Martello/Martelltal,138.77,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S17,17,17.0,Giro d'Italia,2014,1,0,1,20140528,Sarnonico,Vittorio Veneto,211.21,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014S18,18,18.0,Giro d'Italia,2014,1,0,1,20140529,Belluno,Rifugio Panarotta (Valsugana),172.47,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S19,19,19.0,Giro d'Italia,2014,1,0,1,20140530,Bassano del Grappa,Cima Grappa (Crespano del Grappa),26.77,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2014S20,20,20.0,Giro d'Italia,2014,1,0,1,20140531,Maniago,Monte Zoncolan,166.93,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2014S21,21,21.0,Giro d'Italia,2014,1,0,1,20140601,Gemona del Friuli,Trieste,172.01,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2014R01,,,Giro d'Italia,2014,1,0,0,,,,,,,3463.99,21.0,164.95,10.0,6.0,6.0,4.0,3.0,8.0,0.0,2.0,69.09,1.0,21.45,40.0,1.0,12.0,8.0,5.0,14.0
GDI2015S01,1,1.0,Giro d'Italia,2015,1,0,1,20150509,San Lorenzo Al Mare,Sanremo,17.60,IRR,Team time trial,,,,,,,,,,,,,,,,,,,,
GDI2015S02,2,2.0,Giro d'Italia,2015,1,0,1,20150510,Albenga,Genova,180.24,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S03,3,3.0,Giro d'Italia,2015,1,0,1,20150511,Rapallo,Sestri Levante,137.00,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S04,4,4.0,Giro d'Italia,2015,1,0,1,20150512,Chiavari,La Spezia,151.95,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S05,5,5.0,Giro d'Italia,2015,1,0,1,20150513,La Spezia,Abetone,152.33,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S06,6,6.0,Giro d'Italia,2015,1,0,1,20150514,Montecatini Terme,Castiglione della Pescaia,180.87,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S07,7,7.0,Giro d'Italia,2015,1,0,1,20150515,Grosseto,Fiuggi,268.51,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S08,8,8.0,Giro d'Italia,2015,1,0,1,20150516,Fiuggi,Campitello Matese,185.20,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S09,9,9.0,Giro d'Italia,2015,1,0,1,20150517,Benevento,San Giorgo del Sannio,216.73,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S10,10,10.0,Giro d'Italia,2015,1,0,1,20150519,Civitanova Marche,Forlì,202.65,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S11,11,11.0,Giro d'Italia,2015,1,0,1,20150520,Forlì,Imola (Autodrmo Enzo e Dino Ferrari),151.27,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S12,12,12.0,Giro d'Italia,2015,1,0,1,20150521,Imola,Vicenza(Monte Berico),188.19,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S13,13,13.0,Giro d'Italia,2015,1,0,1,20150522,Montecchio Maggiore,Jesolo,148.13,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S14,14,14.0,Giro d'Italia,2015,1,0,1,20150523,Treviso,Valdobbiadene,59.57,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2015S15,15,15.0,Giro d'Italia,2015,1,0,1,20150524,Marostica,Madonna di Campiglio,166.19,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S16,16,16.0,Giro d'Italia,2015,1,0,1,20150526,Pinzolo,Aprica,177.00,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S17,17,17.0,Giro d'Italia,2015,1,0,1,20150527,Tirano,Lugano,134.40,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015S18,18,18.0,Giro d'Italia,2015,1,0,1,20150528,Melide,Verbania,172.71,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S19,19,19.0,Giro d'Italia,2015,1,0,1,20150529,Gravellona Toce,Cervinia,236.52,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S20,20,20.0,Giro d'Italia,2015,1,0,1,20150530,Saint-Vincent,Sestrière,201.44,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2015S21,21,21.0,Giro d'Italia,2015,1,0,1,20150531,Torino,Milano,178.83,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2015R01,,,Giro d'Italia,2015,1,0,0,,,,,,,3507.33,21.0,167.02,7.0,5.0,5.0,7.0,2.0,7.0,0.0,1.0,59.57,1.0,17.6,38.0,1.0,9.0,8.0,13.0,7.0
GDI2016S01,1,1.0,Giro d'Italia,2016,1,0,1,20160506,Apeldoorn,Apeldoorn,9.91,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2016S02,2,2.0,Giro d'Italia,2016,1,0,1,20160507,Arnhem,Nijmegen,187.82,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S03,3,3.0,Giro d'Italia,2016,1,0,1,20160508,Nijmegen,Arnhem,189.46,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S04,4,4.0,Giro d'Italia,2016,1,0,1,20160510,Catanzaro,Praia a Mare,201.16,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S05,5,5.0,Giro d'Italia,2016,1,0,1,20160511,Praia a Mare,Benevento,238.72,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S06,6,6.0,Giro d'Italia,2016,1,0,1,20160512,Ponte,Roccaraso (Aremogna),156.24,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S07,7,7.0,Giro d'Italia,2016,1,0,1,20160513,Sulmona,Foligno,212.58,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S08,8,8.0,Giro d'Italia,2016,1,0,1,20160514,Foligno,Arezzo,185.82,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S09,9,9.0,Giro d'Italia,2016,1,0,1,20160515,Radda in Chianti,Greve in Chianti,40.50,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2016S10,10,10.0,Giro d'Italia,2016,1,0,1,20160517,Campi Bisenzio,Sestola,225.34,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S11,11,11.0,Giro d'Italia,2016,1,0,1,20160518,Modena,Asolo,229.24,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S12,12,12.0,Giro d'Italia,2016,1,0,1,20160519,Noale,Bibbione,181.88,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S13,13,13.0,Giro d'Italia,2016,1,0,1,20160520,Palmanova,Cividale del Friuli,168.16,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S14,14,14.0,Giro d'Italia,2016,1,0,1,20160521,Farra D'Alpago,Corvara in Badia,211.00,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S15,15,15.0,Giro d'Italia,2016,1,0,1,20160522,Castelrotto/Kastelruth,Alpe di Siusi/Seiseralm,10.85,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2016S16,16,16.0,Giro d'Italia,2016,1,0,1,20160524,Bressanone/Brixen,Andalo,131.85,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S17,17,17.0,Giro d'Italia,2016,1,0,1,20160525,Molveno,Cassano D' Adda,196.64,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016S18,18,18.0,Giro d'Italia,2016,1,0,1,20160526,Muggiò,Pinerolo,242.09,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S19,19,19.0,Giro d'Italia,2016,1,0,1,20160527,Pinerolo,Risoul (FR),161.73,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S20,20,20.0,Giro d'Italia,2016,1,0,1,20160528,Guillestre (FR),Sant'Anna di Vinadio,134.23,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2016S21,21,21.0,Giro d'Italia,2016,1,0,1,20160529,Cuneo,Torino,163.03,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2016R01,,,Giro d'Italia,2016,1,0,0,,,,,,,3478.25,21.0,165.63,3.0,5.0,2.0,5.0,1.0,8.0,0.0,3.0,61.26,0.0,0.0,37.0,1.0,9.0,11.0,11.0,5.0
GDI2017S01,1,1.0,Giro d'Italia,2017,1,0,1,20170505,Alghero,Olbia,206.86,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S02,2,2.0,Giro d'Italia,2017,1,0,1,20170506,Olbia,Tortolì,221.00,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S03,3,3.0,Giro d'Italia,2017,1,0,1,20170507,Tortolì,Cagliari,148.31,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S04,4,4.0,Giro d'Italia,2017,1,0,1,20170509,Cefalù,Etna,181.00,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S05,5,5.0,Giro d'Italia,2017,1,0,1,20170510,Pedara,Messina,159.05,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S06,6,6.0,Giro d'Italia,2017,1,0,1,20170511,Reggio Calabria,Terme Luigiane,217.73,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S07,7,7.0,Giro d'Italia,2017,1,0,1,20170512,Castrovillari,Alberobello,222.71,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S08,8,8.0,Giro d'Italia,2017,1,0,1,20170513,Molfetta,Peschici,189.00,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S09,9,9.0,Giro d'Italia,2017,1,0,1,20170514,Montenero di Bisaccia,Blockhaus,148.92,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S10,10,10.0,Giro d'Italia,2017,1,0,1,20170516,Foligno,Montefalco,39.87,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2017S11,11,11.0,Giro d'Italia,2017,1,0,1,20170517,Firenze,Bagno di Romagna,161.03,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S12,12,12.0,Giro d'Italia,2017,1,0,1,20170518,Forlì,Reggio Emilia,229.02,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S13,13,13.0,Giro d'Italia,2017,1,0,1,20170519,Reggio Emilia,Tortona,167.10,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2017S14,14,14.0,Giro d'Italia,2017,1,0,1,20170520,Castellania,Oropa (Biella),130.91,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S15,15,15.0,Giro d'Italia,2017,1,0,1,20170521,Valdengo,Bergamo,199.02,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S16,16,16.0,Giro d'Italia,2017,1,0,1,20170523,Rovetta,Bormio,222.00,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S17,17,17.0,Giro d'Italia,2017,1,0,1,20170524,Tirano,Canazei,219.28,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S18,18,18.0,Giro d'Italia,2017,1,0,1,20170525,Moena,Ortisei,137.54,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S19,19,19.0,Giro d'Italia,2017,1,0,1,20170526,San Candido,Piancavallo,191.41,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S20,20,20.0,Giro d'Italia,2017,1,0,1,20170527,Pordenone,Asiago,189.80,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2017S21,21,21.0,Giro d'Italia,2017,1,0,1,20170528,Monza (Autodromo Nazionale),Milano,29.27,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2017R01,,,Giro d'Italia,2017,1,0,0,,,,,,,3610.83,21.0,171.94,4.0,7.0,4.0,5.0,0.0,7.0,0.0,2.0,69.14,0.0,0.0,41.0,1.0,10.0,12.0,10.0,8.0
GDI2018S01,1,1.0,Giro d'Italia,2018,1,0,1,20180504,Jerusalem,Jerusalem,9.77,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2018S02,2,2.0,Giro d'Italia,2018,1,0,1,20180505,Haifa,Tel Aviv,168.07,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S03,3,3.0,Giro d'Italia,2018,1,0,1,20180506,Be'er Sheva,Eilat,228.92,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S04,4,4.0,Giro d'Italia,2018,1,0,1,20180508,Catania,Caltagirone,202.20,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S05,5,5.0,Giro d'Italia,2018,1,0,1,20180509,Agrigento,Santa Ninfa (Valle del Belice),153.43,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S06,6,6.0,Giro d'Italia,2018,1,0,1,20180510,Caltanissetta,Etna (Osservatorio Astrofisico),169.10,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S07,7,7.0,Giro d'Italia,2018,1,0,1,20180511,Pizzo,Praia a Mare,159.39,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S08,8,8.0,Giro d'Italia,2018,1,0,1,20180512,Praia a Mare,Montevergine di Mercogliano,208.34,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S09,9,9.0,Giro d'Italia,2018,1,0,1,20180513,Pesco Sannita,Gran Sasso d'Italia (Campo Imperatore),224.92,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S10,10,10.0,Giro d'Italia,2018,1,0,1,20180515,Penne,Gualdo Tadino,244.00,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S11,11,11.0,Giro d'Italia,2018,1,0,1,20180516,Assisi,Osimo,155.94,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S12,12,12.0,Giro d'Italia,2018,1,0,1,20180517,Osimo,Imola,214.94,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S13,13,13.0,Giro d'Italia,2018,1,0,1,20180518,Ferrara,Nervesa della Battaglia,181.17,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S14,14,14.0,Giro d'Italia,2018,1,0,1,20180519,San Vito al Tagliamento,Monte Zoncolan,185.54,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S15,15,15.0,Giro d'Italia,2018,1,0,1,20180520,Tolmezzo,Sappada,176.76,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S16,16,16.0,Giro d'Italia,2018,1,0,1,20180522,Trento,Rovereto,34.20,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2018S17,17,17.0,Giro d'Italia,2018,1,0,1,20180523,Riva Del Garda,Iseo (Franciacorta Stage),155.71,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018S18,18,18.0,Giro d'Italia,2018,1,0,1,20180524,Abbiategrasso,Prato Nevoso,196.80,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S19,19,19.0,Giro d'Italia,2018,1,0,1,20180525,Venaria Reale,Bardonecchia (Jafferau),185.85,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S20,20,20.0,Giro d'Italia,2018,1,0,1,20180526,Susa,Cervinia,215.08,IRR,High mountain,,,,,,,,,,,,,,,,,,,,
GDI2018S21,21,21.0,Giro d'Italia,2018,1,0,1,20180527,Roma,Roma,115.83,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2018R01,,,Giro d'Italia,2018,1,0,0,,,,,,,3585.96,21.0,170.76,8.0,7.0,6.0,5.0,2.0,7.0,0.0,2.0,43.97,0.0,0.0,39.0,1.0,8.0,9.0,9.0,12.0
GDI2019S01,1,1.0,Giro d'Italia,2019,1,0,1,20190511,Bologna,San Luca,8.00,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2019S02,2,2.0,Giro d'Italia,2019,1,0,1,20190512,Bologna,Fucecchio,205.36,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S03,3,3.0,Giro d'Italia,2019,1,0,1,20190513,Vinci,Orbetello,220.05,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2019S04,4,4.0,Giro d'Italia,2019,1,0,1,20190514,Orbetello,Frascati,235.96,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2019S05,5,5.0,Giro d'Italia,2019,1,0,1,20190515,Frascati,Terracina,140.44,IRR,Plain,,,,,,,,,,,,,,,,,,,,
GDI2019S06,6,6.0,Giro d'Italia,2019,1,0,1,20190516,Cassino,San Giovanni Rotondo,238.42,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S07,7,7.0,Giro d'Italia,2019,1,0,1,20190517,Vasto,L'Aquila,184.98,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S08,8,8.0,Giro d'Italia,2019,1,0,1,20190518,Tortoreto Lido,Pesaro,239.62,IRR,Medium Mountain,,,,,,,,,,,,,,,,,,,,
GDI2019S09,9,9.0,Giro d'Italia,2019,1,0,1,20190519,Riccione,San Marino,34.73,ITT,Individual Time Trial,,,,,,,,,,,,,,,,,,,,
GDI2019S10,10,10.0,Giro d'Italia,2019,1,0,1,20190521,Ravenna,Modena,145.48,IRR,Plain,,,,,,,,,,,,,,,,,,,,
